Label,PrawnID,Pond_Type,mean_length,std_length,Length_fov(mm),mean_pixels,pred_Distance_pixels,Length_ground_truth_annotation_pixels,mean_scale,pred_scale,std_scale,Scale_1,Scale_2,Scale_3,std_pixels
carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_2,circle_female,34.274,4.757663607276159,29.23440222554286,180.8828500333333,156.167713406143,177.341478509682,53.01733333333333,53.41915740274491,3.040010581121937,50.01,52.953,56.089,17.946531940567493
carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_3,circle_female,36.25266666666666,1.4963924396138,30.71101445000307,191.90679626666667,165.0187364451903,178.0449381476485,53.01733333333333,53.732753346144776,3.040010581121937,50.01,52.953,56.089,3.692062538371579
carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_5,circle_female,33.519666666666666,4.572066527658292,31.24534951419797,176.90918843333336,168.9894529747949,156.2849960808782,53.01733333333333,54.0846735921471,3.040010581121937,50.01,52.953,56.089,15.45061511917861
carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_0,circle_female,35.57666666666667,0.6097608820950492,31.75550492051135,179.07690216666666,169.0433066948319,156.6045976336582,50.36566666666667,53.23275668831968,4.461961041216444,54.708,45.793,50.596,14.180997199781162
carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_1,circle_female,41.317,3.8062174136536138,31.82128412850455,207.06500846666665,169.5438844171655,147.6482306023342,50.36566666666667,53.28002595133902,4.461961041216444,54.708,45.793,50.596,7.256439903863545
carapace:undistorted_GX010084_130_1748.jpg_gamma,Prawn_3,circle_female,39.387,1.8430623972074325,29.05395091075182,197.9232903,156.9554645239229,151.8222645068897,50.36566666666667,54.02207259386514,4.461961041216444,54.708,45.793,50.596,11.24656398305652
carapace:undistorted_GX010084_167_2291.jpg_gamma,Prawn_0,circle_female,51.080999999999996,6.957990514509202,35.65692921267247,282.84477783333335,189.2791073023507,130.384048104053,55.44233333333333,53.08340103361478,0.8606290335175402,55.866,56.009,54.452,34.39755795529378
carapace:undistorted_GX010084_167_2291.jpg_gamma,Prawn_1,circle_female,45.99366666666666,4.050227442173255,36.30110418134788,254.76813916666666,192.7195876092919,284.4292530665579,55.44233333333333,53.089180606333855,0.8606290335175402,55.866,56.009,54.452,18.33422768738421
carapace:undistorted_GX010085_261_3610.jpg_gamma,Prawn_1,circle_female,36.117999999999995,6.732697899059483,35.61658303963894,212.11313066666665,191.7459118289578,170.0,58.827333333333335,53.83613347062436,2.8349109921359683,56.223,58.412,61.847,37.944014107643135
carapace:undistorted_GX010085_261_3610.jpg_gamma,Prawn_2,circle_female,30.013333333333332,4.7069822958381025,26.40279778151398,175.67103743333334,140.9004046034037,125.0,58.827333333333335,53.36570986505667,2.8349109921359683,56.223,58.412,61.847,19.51953470717079
carapace:undistorted_GX010085_263_3738.jpg_gamma,Prawn_1,circle_female,40.687000000000005,3.4832133153167626,31.77328857189769,217.83101856666667,171.251745398482,219.5449840010016,53.92533333333333,53.89802349573216,6.826336523592529,61.4,48.021,52.355,8.51687501130483
carapace:undistorted_GX010085_263_3738.jpg_gamma,Prawn_2,circle_female,40.70633333333333,4.770535644278672,30.94583098046924,217.3510476666667,167.5616254353446,170.293863659264,53.92533333333333,54.14675260816145,6.826336523592529,61.4,48.021,52.355,4.22575455114188
carapace:undistorted_GX010088_209_2904.jpg_gamma,Prawn_0,circle_female,37.23433333333333,5.813343472850486,28.56716976115174,206.70549866666667,154.6853209671374,95.93268604558074,56.148666666666664,54.14793354065221,6.094571464289621,61.0,49.308,58.138,8.326484001348922
carapace:undistorted_GX010088_209_2904.jpg_gamma,Prawn_1,circle_female,37.79366666666667,2.746621985882537,33.94531799356449,211.2956290666667,182.6413159785156,106.9124704617758,56.148666666666664,53.80456769123259,6.094571464289621,61.0,49.308,58.138,14.421297076862949
carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_0,circle_female,42.525,2.5063351731163177,33.83159394796481,218.4070385,183.1535763204764,133.4166406412634,51.421,54.13684516377753,1.6852854357645157,53.367,50.448,50.448,6.90743431831642
carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_2,circle_female,40.21266666666667,4.068471498404939,32.36603978505589,206.51137289999997,175.1690243463628,161.245154965971,51.421,54.12124112485401,1.6852854357645157,53.367,50.448,50.448,17.611815160404177
carapace:undistorted_GX010088_262_3712.jpg_gamma,Prawn_3,circle_female,42.803666666666665,1.8116888069790942,32.36603978505589,219.94109749999998,175.1690243463628,161.245154965971,51.421,54.12124112485401,1.6852854357645157,53.367,50.448,50.448,5.675050743208817
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_0,circle_female,37.876666666666665,7.074419575720211,26.99382921868011,196.142005,143.230721119924,180.2775637731992,52.36633333333333,53.06054208152371,4.70655939443383,57.801,49.649,49.649,21.27717739144793
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_1,circle_female,37.07266666666666,2.7400537099358724,31.09954628121438,193.28389686666665,166.2889785365489,205.1828452868316,52.36633333333333,53.46990500533296,4.70655939443383,57.801,49.649,49.649,3.0811991733773794
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_2,circle_female,38.641333333333336,4.32844941443623,32.24403383815014,201.19227613333337,173.6316281921336,187.6832437912348,52.36633333333333,53.84922651541758,4.70655939443383,57.801,49.649,49.649,11.426522432927529
carapace:undistorted_GX010088_327_4364.jpg_gamma,Prawn_3,circle_female,42.78733333333333,3.664605890588145,35.17950421003149,223.02237713333338,189.3998056957298,222.0923231451285,52.36633333333333,53.838111124295544,4.70655939443383,57.801,49.649,49.649,8.014592891958369
carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_0,circle_male,27.968666666666664,3.533064439453848,23.73934470992452,156.34971513333335,118.5159704019383,99.24716620639653,56.121,49.92385925142713,2.676186279017213,53.085,57.14,58.138,12.46055379074047
carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_1,circle_male,22.925,0.9740169403044281,19.36775922543776,128.59116446666667,96.47686349828723,99.24716620639653,56.121,49.81312622452152,2.676186279017213,53.085,57.14,58.138,6.622366368111218
carapace:undistorted_GX010089_11_236.jpg_gamma,Prawn_2,circle_male,27.132,5.4031591684865266,23.86630326146372,151.31887456666666,119.7739543829945,140.0892572612187,56.121,50.185381904700044,2.676186279017213,53.085,57.14,58.138,22.75640663939431
carapace:undistorted_GX010090_132_1852.jpg_gamma,Prawn_0,circle_female,35.178333333333335,2.8703665851826856,35.68488232972418,201.4864502,189.9806840514619,180.2775637731989,57.42166666666666,53.23842244905346,3.5514130051760153,56.294,54.571,61.4,10.214840215691833
carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_0,circle_male,19.889666666666667,2.8526006263291275,17.60911588389253,108.14644363333333,86.91400333077928,114.2365965879585,54.299,49.35739187807921,1.9888720421384574,52.345,56.321,54.231,17.679914607300095
carapace:undistorted_GX010091_5_149.jpg_gamma,Prawn_1,circle_male,31.549333333333337,1.0093682842913831,25.74406959304213,171.30765353333334,129.4312700651727,116.7261752992875,54.299,50.276149851674646,1.9888720421384574,52.345,56.321,54.231,8.345958294367392
carapace:undistorted_GX010094_9_129.jpg_gamma,Prawn_0,circle_female,24.665999999999997,0.2704884470730676,26.68082228345771,145.08183166666666,142.4113846120566,104.0432602334244,58.83066666666667,53.375935381254195,1.8577460357469051,57.385,60.926,58.181,3.224932395018106
carapace:undistorted_GX010094_9_129.jpg_gamma,Prawn_1,circle_female,33.87566666666667,4.976357737676556,28.96014756260767,199.56118636666667,156.6354131827849,134.6291201783627,58.83066666666667,54.08653835211361,1.8577460357469051,57.385,60.926,58.181,32.59973582197851
carapace:undistorted_GX010094_24_430.jpg_gamma,Prawn_1,circle_female,34.47933333333334,5.195285779755849,31.90805707406271,195.4131947333333,170.6706224095856,212.2498527679109,56.913666666666664,53.48825283013538,2.4122656017390254,58.249,54.129,58.363,20.77297197731628
carapace:undistorted_GX010094_24_430.jpg_gamma,Prawn_2,circle_female,33.397333333333336,8.35289802004869,30.57558277470713,188.87435986666665,162.4428061830996,164.4688420339853,56.913666666666664,53.128278005375016,2.4122656017390254,58.249,54.129,58.363,39.8178037970892
carapace:undistorted_GX010094_93_1258.jpg_gamma,Prawn_0,circle_female,28.933333333333334,4.811894671886877,33.54072740062338,163.16384096666664,181.3558196652745,85.58621384311856,56.793000000000006,54.07032993026378,3.862844936054254,60.299,57.428,52.652,16.30209038175023
carapace:undistorted_GX010094_93_1258.jpg_gamma,Prawn_1,circle_female,35.580000000000005,7.249343625460171,33.54072740062338,200.2036651,181.3558196652745,163.2482771731451,56.793000000000006,54.07032993026378,3.862844936054254,60.299,57.428,52.652,26.93508576803022
carapace:undistorted_GX010094_163_2312.jpg_gamma,Prawn_0,circle_female,36.263,3.758371588866645,35.47386624567767,201.3019556,189.571297572751,163.2482771731451,55.553666666666665,53.439705799152755,3.1898602372726814,59.237,53.712,53.712,21.173517179372766
carapace:undistorted_GX010096_107_1571.jpg_gamma,Prawn_0,circle_female,35.103,2.4142988630242126,30.44869384335885,197.63007246666666,163.9714838601911,167.107749670684,56.36600000000001,53.85172996376489,2.730334228624767,57.691,53.226,58.181,12.1961420957184
carapace:undistorted_GX010097_32_528.jpg_gamma,Prawn_1,circle_female,30.808666666666664,4.352853585101769,27.57693350022031,176.17207443333336,146.6908695588759,139.2838827718411,57.124,53.19332171494122,1.1224023342812501,55.946,57.245,58.181,26.69995400810205
carapace:undistorted_GX010097_60_1080.jpg_gamma,Prawn_0,circle_female,37.538000000000004,4.846615623298386,32.85439610671649,208.7693929333333,174.3282895427266,245.0,55.79866666666666,53.06087166432144,4.6092040889217865,60.745,55.027,51.624,23.63772871840942
carapace:undistorted_GX010097_60_1080.jpg_gamma,Prawn_1,circle_female,27.723,6.476159124048758,22.84413250901853,153.58639553333333,121.7732399111285,161.0124218810461,55.79866666666666,53.30613445840161,4.6092040889217865,60.745,55.027,51.624,31.623770844544108
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_0,circle_female,36.993,1.3406106817417178,35.37186330586206,219.325509,187.9423610474411,185.5397531527947,59.28033333333334,53.13329394674384,0.5161359639991491,58.694,59.481,59.666,9.31558281789732
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_1,circle_female,43.29533333333333,1.1583045080346246,41.14354690295783,256.62991873333334,218.6072518417177,271.7075633838705,59.28033333333334,53.13281627306709,0.5161359639991491,58.694,59.481,59.666,5.678574240221855
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_2,circle_female,32.398666666666664,1.2646858634986542,28.11498805350225,192.02285136666669,149.2159695104422,150.3329637837291,59.28033333333334,53.07346004433196,0.5161359639991491,58.694,59.481,59.666,6.120583847536823
carapace:undistorted_GX010097_105_1651.jpg_gamma,Prawn_3,circle_female,30.090333333333334,1.0785477890818442,31.91980167842697,178.39018596666665,169.3855823448865,141.4213562373091,59.28033333333334,53.06598833267999,0.5161359639991491,58.694,59.481,59.666,7.116777971350178
