image_name,pond_type,manual_size,mm_error_pct,pixel_error_pct,individual_rho
undistorted_GX010191_47_507.jpg,Circle,small,5.769386348118168,11.127973460852814,0.5184579535900529
undistorted_GX010191_5_190.jpg,Circle,big,4.417605113283969,12.148848967142865,0.36362334614839564
undistorted_GX010191_88_1016.jpg,Circle,big,5.759582208306869,2.3455187615881634,2.4555685943040695
undistorted_GX010191_8_309.jpg,Circle,small,6.791917630692214,0.06734764212641198,100.84863279910734
undistorted_GX010191_8_309.jpg,Circle,big,0.15551080098627307,4.672114307281599,0.033284887902658086
undistorted_GX010191_90_1036.jpg,Circle,big,5.150288971166345,11.413193340714065,0.45125748924219294
undistorted_GX010191_94_1132.jpg,Circle,big,12.933341823486996,16.704915336930572,0.7742237277248853
undistorted_GX010191_94_1132.jpg,Circle,small,12.755839412320025,27.386521875226894,0.4657706980987101
undistorted_GX010192_26_1578.jpg,Square,small,3.8078142799928556,5.473415626682431,0.6956925144566197
undistorted_GX010192_26_1578.jpg,Square,big,3.9593235493739583,4.802370322843801,0.8244519441868824
undistorted_GX010193_11_1065.jpg,Square,big,2.4066873450559156,0.2711799754597651,8.87487116618976
undistorted_GX010193_18_1289.jpg,Square,small,0.582391876497899,3.0372000519242803,0.19175288638919677
undistorted_GX010193_19_1334.jpg,Square,small,7.405863594616155,8.63366044363488,0.8577895370064139
undistorted_GX010193_27_1553.jpg,Square,small,6.1525201044774995,16.563854428098136,0.3714425365898324
undistorted_GX010193_28_1584.jpg,Square,small,0.9899389090251447,6.133039736062156,0.16141080958669204
undistorted_GX010193_7_360.jpg,Square,small,11.307361759692792,13.426470190860751,0.842169356424713
undistorted_GX010194_19_285.jpg,Square,small,8.217443945975349,7.098400461574389,1.1576472742639208
undistorted_GX010194_26_373.jpg,Square,small,12.85836880088175,8.06878209939082,1.5935947510408712
undistorted_GX010194_60_836.jpg,Square,small,8.273870799036837,15.205287159338246,0.5441443303460062
undistorted_GX010194_65_928.jpg,Square,small,5.49262831160508,4.017733171851048,1.3670963393207418
undistorted_GX010194_7_885.jpg,Square,small,6.718631600739752,5.340640378101903,1.2580198487597092
